ID;FR;EN;ZH
CombatE1N4F4;Tu aurais eu l'opportunité d'avoir ta part du butin et tu n'as même pas la présence d'esprit de la saisir ! Gros bras, grosse lame, mais peu de cervelle pour compenser. Tant mieux, ça en fera plus pour moi, pauvre idiot ! ;You had the opportunity to get your share of the spoils, but you didn't have the lucidity to seize it! Big arms, big sword, but so little brains to compensate. Good, it only means more of it for me, you fool!;
CombatE1N4F5;Abandonner un pouvoir sur une terre infinie et un flot continu d'âmes à guider, tout ça pour quoi, une famille ? Une femme ? Peuh, quel manque de vision. Mais très bien, tu as fait ton choix, si tu ne seras pas un allié, tu seras un ennemi. ;Giving up on power on an infinite land and continuous flow of souls, for what? A family? A woman? Heh, what a lack of vision. But very well, shall you not be an ally, you'll be an enemy. ;
CombatE1N5I;Ssssseigneur ! SEIGNEUR ! Entendez-moi ! Regardez-moi ! Reconnaissez-moi ! ... Eh, toi ! Rejoins moi dans ma supplique et dans ma pénitence et Dieu nous sera généreux !;Lord! LORD! Hear me! Look at me! Recognise me! ... Hey, you! Rejoin me in my plea and in my penansssssse, God shall be generous to usssss! ;
CombatE1N5RJ1;Va geindre plus loin, mendiant, tu gênes ceux qui veulent passer ! Je ne prie pas aux côtés des gens comme toi. ;Go whimper somewhere else you beggar, you're a nuisance to bystanders. I don't pray alongside people like you.;
CombatE1N5RE1;Blassssphème ! Tu ne peux comprendre, encore un qui ne comprend pas, personne ne comprend, mais je possède les clous sacrés, incline toi devant le nouvel élu de Dieu !;Blassssphemy! You can't understand, another one who can't, no one understands, but I posessssss the sacred nails, and now, bow down to God's new chosen one! ;
CombatE1N5RJ2;Ha ! Un prophète, toi ? Qui vas tu prophétiser avec ces vieilles babioles qui flottent autour de toi ? ;Hah! A prophet? You? Who do you think you can prophetise, with these rusty trinkets?;
CombatE1N5F1;Ce sont les clous de la croix du Chrissssst, les reliques les plus sacrées parmi les sacrées ! Si avec eux j'abats Ses ennemis, Dieu me verra comme son nouvel élu ! ;These are the Chrissssssst's cross nails, the most sacred amongst sacred relics! If I slaughter my enemies with them, God will finally see me as His new chosen one! ;
CombatE1N5RJ3;Bah ! Je n'ose pas imaginer à quoi ressemble ton dieu s'il a besoin d'un infirme déambulant avec des clous pour parler en son nom !;Bah! I can't imagine what your god is like, if he needs a crippled waving rusted nails around to speak in his name! ;
CombatE1N5F2;Les clous du Christ sont sacrés ! Mais puissssssque tu ne comprends pas, je vais te les enfoncer dans le crâne pour que tu voies la puissance de Dieu de plus près ! ;Sssssssssacred are the Christ's nails! But since comprehension isn't blessing you, I shall bury them in your sssskull, to see God's might up close! ;
CombatE1N5RJ4;J'en ai croisé des illuminés ici et tu n'es définitivement pas le plus brillant d'entre eux. En plus, tu empestes comme le charnier de ma dernière bataille.  Que fais tu donc ?;I crossed ways with many illuminates here, and you very clearly aren't the brightest one. Besides, you reek like my last battle's mass grave. What are you even doing ?;
CombatE1N5RE2;Mes blessssssures doivent rester ouvertes pour que Dieu puisse observer ma pénitence ! Elles sont preuve de ma dévotion face à Lui ! ;My wounds have to ssssssstay fresh for God to observe my penance. They are evidence of my devotion to Him! ;
CombatE1N5RJ5;Mais quel genre de dérangé es-tu ?! Les blessures sont glorieuses si elles sont reçues pendant les batailles, pas si tu te les infliges toi-même pour donner des bouts de ton corps à ton dieu ! ;What kind of madman are you?! Injuries are glorious only if they are gained during battle, not by self-inflicting them to throw pieces of your body to your god! ;
CombatE1N5RJ6;Je Lui offre toutes les parties de mon corps, et c'est dans ma jouissance de cette ssssouffrance qu'il me reconnait. Il est infini, viens gouter à la félicité de sa pénitence avec moi ! ;I offer Him every piece of my body, and in my enjoyment of thissssss pain, He recognises me! He is infinite, come taste of this penance's felicity with me!;
CombatE1N5F3;Quelle horreur ! Ton dieu est fou s'il te demande de t'infliger cela en son nom, à quel genre de sadiques voues tu ta dévotion ?! ;What horrors! Your god must be mad to ask of you to inflict that upon yourself! What kind of sadistic figure are you worshipping?! ;
CombatE1N5F4;Il est généreux et pardonne à ses enfants qui se repentissssssent par le chatiment ! Tu as l'air perdu, je vais t'aider à te repentir et Il t'aimera comme Il m'aime !;He is generous and forgives His children who repent by punishment! You seem lost, I'll help you repent, and He shall love you like He loves me!;
CombatE1C7I;<i>Le groupe est assis autour d'un feu qui semble ne pas consommer le bois, et discute. Vous êtes encore loin lorsqu'ils vous interpellent.</i> Eh toi, oui, toi, étranger, rejoins-nous pour le souper ! Ah… Ah c'est toi. Non, toi, tu peux passer ton chemin, tu n'es pas le bienvenu ici.;<i>A group is sitting next to a campfire, seemingly not consuming the burning wood, and chatting. You are still afar when they call you out.</i> Hey, you, yes, you, stranger, join us for the supper! Ah... Ah, it's you. No, you can walk away, you're not welcome here. ;
CombatE1C7RJ1;Refuser le repas et le repos à un Seigneur ? Pour qui vous vous prenez ? Vous avez de la chance que je sois magnanime pour ne pas vous avoir déjà sanctionnés. ;You dare refuse food and shelter to a Lord? Who do you think you are? You're lucky I'm gracious enough to not punish you immediately. ;
CombatE1C7RE1;Tu n'es plus un Seigneur ici. Juste une autre âme perdue. Ici les cartes sont rabattues, les dés sont jetés. Qui sait même en quoi tu te réincarneras ? ;You aren't a lord any more here. Just another lost soul. In here, the cards are shuffled and dices are thrown again. Who knows even how you'll reincarnate?;
CombatE1C7RJ2;Quoiqu'il arrive, je retrouverai ma position. Mon âme est noble et je mérite ma place.;I'll get back to my position no matter what. My soul is noble and I deserve my rank. ;
CombatE1C7RJ3;Je sais ce que je vaux, et ce n'est pas tes murmures de rats qui me dévieront de mon chemin. Et puis regarde-toi, de grands discours sur les changements de statut, mais tu es tellement attaché à ta place que même ici, tu n'as pas su t'en défaire !;I know my worth, and your rodent murmurs won't deviate my path. And look at you, giving big speeches about status changes, but you're so chained to yours that even in here, you weren't able to go beyond it! ;
CombatE1C7F1;Hah ! L'espoir fait vivre, hein. Tu t'y feras, on a dû survivre à la seule force de l'espoir des jours meilleurs, je suis sûr qu'une siii grande et fière âme comme toi y arrivera, hein ! Crois ce que tu veux, mais on va te faire dégager d'ici, tu ne mérites pas de troubler notre paix encore une fois !;Heh, a man can surely dream. You'll get used to it, we all had to survive with the mere strength of our hope for better days. I'm sure a soul soooo proud and mighty like yours will manage, huh! Believe what you wish, but we'll kick your ass out of here, you don't deserve to trouble our peace once more! ;
CombatE1C7F2;Boucher un jour, boucher toujours. On a ça en commun, on est nés avec une lame ensanglantée dans les mains. D'ailleurs, je suis sûr que ta substance fera un excellent repas, j'ai toujours rêvé de voir quel bruit les gens comme toi font quand ils se font ouvrir comme une chèvre ! ;Butcher one day, butcher always. We both were born with a bloody blade in the hands. Now that I think of it, I'm sure your substance will be a feast, I always dreamed of hearing the noise people like you would do, when they get opened like a goat! ;
CombatE1C7RJ4;Pourquoi perdre du temps à manger, alors que vous n'en avez pas besoin ici ? Avez-vous vraiment tout ce temps à perdre ? Nous ne sommes décidément pas faits de la même étoffe. Pourquoi rester ici ? Pourquoi ne pas élever votre condition, pour peu que votre âme soit assez fière pour ça ?;Why would you lose time to eat, when you don't need it here? Do you really have time to lose? We really aren't of the same cut. Why would you stay here? Why not elevate your condition, for if your soul is proud enough to do that? ;
CombatE1C7RE2;Tu ne comprends décidément pas. Ici, nous sommes enfin tranquilles. Même les coups que nous pourrions recevoir n'ont pas le même impact qu'en vie, et les petits nobliaux comme toi sont trop pressés de retourner à leur pouvoir qu'ils ne restent pas assez longtemps pour nous importuner. ;You truly don't get it. We're finally at peace here. Even the punches we receive here don't hit the same as when we were alive. And the petty noblemen of your kind are in too much of a hurry to regain their power to pester us.;
CombatE1C7RJ5;Quel potentiel gâché ! Notre monde est régi par des règles, pour peu que vous vous y soumettiez, votre karma deviendrait meilleur, et si votre âme est noble elle pourrait sortir de la boue. Mais au lieu de ça, vous vous complaignez dans la décrépitude que vous dites haïr. ;What a wasted potential! Our world is dictated by rules, and if you abide by them, your karma will get better. And if your soul is noble enough, it would get out of the mud. But instead, you wallow in the decay you pretend to hate. ;
CombatE1C7RJ6;Tant pis pour vous. Ca n'est peut-être pas pour rien que vous n'avez pas réussi à vous élever plus loin que la misère, même vos âmes n'ont pas assez de cran. Maintenant, laissez-moi passer, avant de finir écrasé par mon passage.;What a shame. There's maybe a reason you never managed to elevate further than misery, for your souls lack grit. Now, let me go over, before you get trampled under my feet. ;
CombatE1C7F3;Ton précieux potentiel n'est rien s'il s'accompagne de malheur, et c'est tout ce que tu apportes avec toi. On a vu ici ce que tu as fait à ceux que tu prétends aimer, ton idée du potentiel est malade et gangrénée. Tout comme ton âme, c'est pour ça que tu n'es pas capable de te retenir de nous attaquer à la moindre contradiction !;Your oh so precious potential means nothing if it comes with misery, and that all you bring. We all saw here what you did to those you pretend loving, your concept of potential is sick and twisted. Just as your soul is, which is why you can't prevent yourself but to attack us at every contradiction. ;
